72da147c6b123b399300c39007451f98
1000
1112132676|2018-09-09|2018|2200|71550|12480|0|80000|0|-11755|3305
1112978176|2018-12-12|2018|2400|82120|11040|0|80000|0|-950|3070
1171024093|2018-06-13|2018|4500|63180|15170|0|80000|0|-21270|4450
1158448337|2018-10-31|2018|-600|80505|4540|0|80000|-300|-1055|1560
1175778859|2018-04-29|2018|160|82745|960|0|80000|0|-290|3035
1137912795|2018-07-21|2018|1200|65095|980|0|80000|0|-15715|810
1194371238|2018-04-30|2018|9540|85200|11060|0|80000|0|-5700|10900
1181279918|2018-08-12|2018|-320|73390|15180|0|80000|0|-8135|1525
1183449390|2018-09-18|2018|1260|93850|64180|0|80000|0|11450|2400
1181842164|2018-03-14|2018|1450|77250|1450|0|80000|0|-5920|3170
1204455684|2018-11-14|2018|340|71960|12780|0|80000|0|-10190|2150
1195899386|2018-03-07|2018|1380|82775|3340|0|80000|0|-9375|12150
1176537822|2019-01-18|2018|1760|78290|5500|0|80000|0|-2410|700
1188700368|2018-08-07|2018|-520|72795|7710|0|80000|0|-9380|2175
1162027802|2018-10-27|2018|1580|78560|8500|0|80000|0|-5010|3570
1200711734|2018-04-29|2018|3560|85340|8200|0|80000|0|1125|4215
1216777691|2018-07-08|2018|4340|86245|8200|0|80000|0|-180|6425
1190234368|2018-09-25|2018|1990|84680|34390|0|80000|0|130|4550
1192478417|2018-07-11|2018|1080|72285|9360|0|80000|0|-9175|1460
1215945344|2019-01-28|2018|1740|71480|25840|0|72500|0|-4365|3345
1209192166|2018-10-16|2018|3640|72890|3640|0|72500|0|-3645|4035
1121226384|2018-06-07|2018|2630|126630|13770|0|72500|0|50180|3950
1111293910|2018-11-06|2018|1300|72885|7220|0|72500|0|-2835|3220
1123612224|2018-11-28|2018|-5670|31060|2320|0|72500|0|-37760|-3680
1188771664|2018-11-09|2018|1180|71310|8300|0|72500|0|-3420|2230
1111618581|2018-05-16|2018|1080|72940|3190|0|72500|0|-1725|2165
1120967158|2018-10-21|2018|1200|71255|9310|0|72500|0|-2910|1665
1201220753|2018-12-18|2018|102|70592|25632|0|72500|0|-3745|1837
1181561619|2018-06-12|2018|4080|60060|4080|0|72500|0|-17850|5410
1190235948|2018-11-15|2018|-600|61335|18600|0|72500|0|-12395|1230
1176539058|2018-05-21|2018|1600|74260|10200|0|72500|0|-150|1910
1195681336|2018-09-12|2018|1400|74930|9040|0|72500|0|-630|3060
1181616759|2018-10-16|2018|1370|72280|13480|0|72500|0|-2310|2090
1174102124|2018-12-16|2018|1330|74710|9740|0|72500|0|-180|2390
1126386337|2018-04-24|2018|1400|74010|1400|0|72500|0|-1020|2530
1194172194|2018-09-14|2018|3000|70460|3640|0|72500|0|-5550|3510
1149452568|2018-10-11|2018|1580|67930|7950|0|72500|0|-8380|3810
